trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
360,FALSE,"{'a': 0.001, 'e': 0.9362486299041247}",25,0,-120.7619076,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
361,FALSE,"{'a': 0.001, 'e': 0.9358968236779348}",25,0,-132.1820463,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
362,FALSE,"{'a': 0.001, 'e': 0.9355440815549994}",20,1,-123.1444165,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 2}",1
363,FALSE,"{'a': 0.001, 'e': 0.9351904038880602}",20,0,-94.54735498,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
364,FALSE,"{'a': 0.001, 'e': 0.9348357910307951}",25,0,-74.83193001,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
365,FALSE,"{'a': 0.001, 'e': 0.9344802433378168}",30,0,-240.6701072,"{0: 15, 1: 4, 2: 6, 3: 1, 4: 4}",0
366,FALSE,"{'a': 0.001, 'e': 0.9341237611646731}",20,0,-110.0384295,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
367,FALSE,"{'a': 0.001, 'e': 0.933766344867846}",20,0,-67.50909452,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
368,FALSE,"{'a': 0.001, 'e': 0.933407994804752}",20,10,3.883897858,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
369,FALSE,"{'a': 0.001, 'e': 0.9330487113337409}",20,0,-21.86256058,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
370,FALSE,"{'a': 0.001, 'e': 0.9326884948140962}",25,6,-22.58793828,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
371,FALSE,"{'a': 0.001, 'e': 0.9323273456060345}",30,0,-226.3930344,"{0: 13, 1: 7, 2: 5, 3: 2, 4: 3}",0
372,FALSE,"{'a': 0.001, 'e': 0.9319652640707048}",35,0,-169.7710973,"{0: 20, 1: 3, 2: 10, 3: 0, 4: 2}",0
373,FALSE,"{'a': 0.001, 'e': 0.9316022505701886}",20,0,-112.5567175,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
374,FALSE,"{'a': 0.001, 'e': 0.9312383054674996}",20,0,-46.15277522,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
375,FALSE,"{'a': 0.001, 'e': 0.9308734291265828}",35,0,-106.6734297,"{0: 24, 1: 6, 2: 3, 3: 0, 4: 2}",0
376,FALSE,"{'a': 0.001, 'e': 0.9305076219123143}",20,0,-166.4228132,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
377,FALSE,"{'a': 0.001, 'e': 0.9301408841905014}",20,0,-77.07763336,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
378,FALSE,"{'a': 0.001, 'e': 0.929773216327882}",20,0,-103.1898778,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
379,FALSE,"{'a': 0.001, 'e': 0.9294046186921237}",20,0,-90.37791555,"{0: 13, 1: 5, 2: 0, 3: 0, 4: 2}",0
380,FALSE,"{'a': 0.001, 'e': 0.9290350916518241}",20,0,-112.8460866,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
381,FALSE,"{'a': 0.001, 'e': 0.9286646355765102}",25,3,-89.01990771,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 1}",1
382,FALSE,"{'a': 0.001, 'e': 0.9282932508366383}",25,0,-136.8569158,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
383,FALSE,"{'a': 0.001, 'e': 0.9279209378035927}",20,0,-73.11293536,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
384,FALSE,"{'a': 0.001, 'e': 0.9275476968496869}",20,0,-123.1187801,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
385,FALSE,"{'a': 0.001, 'e': 0.9271735283481612}",20,0,-84.21529118,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
386,FALSE,"{'a': 0.001, 'e': 0.9267984326731847}",25,0,-88.11087031,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
387,FALSE,"{'a': 0.001, 'e': 0.9264224101998526}",20,0,-107.3058909,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
388,FALSE,"{'a': 0.001, 'e': 0.9260454613041876}",20,0,-92.77304656,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 2}",0
389,FALSE,"{'a': 0.001, 'e': 0.9256675863631385}",30,0,-209.9127208,"{0: 19, 1: 4, 2: 1, 3: 2, 4: 4}",0
390,FALSE,"{'a': 0.001, 'e': 0.9252887857545801}",20,0,-86.0335979,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
391,FALSE,"{'a': 0.001, 'e': 0.9249090598573131}",20,0,-117.2581343,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
392,FALSE,"{'a': 0.001, 'e': 0.9245284090510633}",20,0,-72.88982845,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
393,FALSE,"{'a': 0.001, 'e': 0.9241468337164814}",25,0,-179.3983484,"{0: 11, 1: 5, 2: 5, 3: 2, 4: 2}",0
394,FALSE,"{'a': 0.001, 'e': 0.9237643342351428}",20,0,-136.3138896,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
395,FALSE,"{'a': 0.001, 'e': 0.9233809109895471}",20,0,-97.60463998,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
396,FALSE,"{'a': 0.001, 'e': 0.9229965643631173}",20,0,-56.04818902,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
397,FALSE,"{'a': 0.001, 'e': 0.9226112947402}",25,0,-79.99659643,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 0}",0
398,FALSE,"{'a': 0.001, 'e': 0.9222251025060648}",25,0,-125.5958265,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",0
399,FALSE,"{'a': 0.001, 'e': 0.9218379880469041}",25,0,-168.3819672,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
400,FALSE,"{'a': 0.001, 'e': 0.921449951749832}",25,0,-30.02111962,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
401,FALSE,"{'a': 0.001, 'e': 0.9210609940028851}",25,0,-173.7563614,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
402,FALSE,"{'a': 0.001, 'e': 0.9206711151950209}",20,0,-75.69646025,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
403,FALSE,"{'a': 0.001, 'e': 0.9202803157161181}",20,0,-90.3411316,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
404,FALSE,"{'a': 0.001, 'e': 0.9198885959569765}",25,9,-14.74423865,"{0: 11, 1: 4, 2: 1, 3: 0, 4: 0}",1
405,FALSE,"{'a': 0.001, 'e': 0.9194959563093155}",20,5,-26.44307376,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
406,FALSE,"{'a': 0.001, 'e': 0.9191023971657747}",20,0,-61.19991649,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
407,FALSE,"{'a': 0.001, 'e': 0.9187079189199134}",25,0,-196.7262704,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
408,FALSE,"{'a': 0.001, 'e': 0.9183125219662098}",20,0,-10.68115408,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
409,FALSE,"{'a': 0.001, 'e': 0.9179162067000607}",20,0,-118.4603142,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
410,FALSE,"{'a': 0.001, 'e': 0.9175189735177814}",20,0,-89.28620847,"{0: 9, 1: 7, 2: 3, 3: 0, 4: 1}",0
411,FALSE,"{'a': 0.001, 'e': 0.9171208228166051}",20,0,-23.34533224,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
412,FALSE,"{'a': 0.001, 'e': 0.9167217549946823}",25,1,-110.945697,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 1}",1
413,FALSE,"{'a': 0.001, 'e': 0.916321770451081}",25,5,-44.96084435,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
414,FALSE,"{'a': 0.001, 'e': 0.9159208695857856}",20,0,-54.08091282,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
415,FALSE,"{'a': 0.001, 'e': 0.9155190527996969}",30,0,-228.3011739,"{0: 14, 1: 4, 2: 8, 3: 1, 4: 3}",0
416,FALSE,"{'a': 0.001, 'e': 0.9151163204946318}",30,0,-78.9442204,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
417,FALSE,"{'a': 0.001, 'e': 0.9147126730733223}",35,0,-144.3736208,"{0: 22, 1: 5, 2: 6, 3: 0, 4: 2}",0
418,FALSE,"{'a': 0.001, 'e': 0.914308110939416}",25,0,-50.19942313,"{0: 16, 1: 6, 2: 2, 3: 1, 4: 0}",0
419,FALSE,"{'a': 0.001, 'e': 0.913902634497475}",35,6,-100.57571,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 1}",1
420,FALSE,"{'a': 0.001, 'e': 0.9134962441529757}",30,0,-50.84806174,"{0: 23, 1: 4, 2: 2, 3: 0, 4: 1}",0
421,FALSE,"{'a': 0.001, 'e': 0.9130889403123083}",25,0,-54.8582709,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
422,FALSE,"{'a': 0.001, 'e': 0.9126807233827767}",20,0,-87.97929061,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
423,FALSE,"{'a': 0.001, 'e': 0.9122715937725977}",20,0,-97.82824449,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
424,FALSE,"{'a': 0.001, 'e': 0.911861551890901}",30,0,-55.05012032,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
425,FALSE,"{'a': 0.001, 'e': 0.9114505981477284}",30,0,-95.34903996,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
426,FALSE,"{'a': 0.001, 'e': 0.9110387329540337}",25,0,-197.6144061,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 3}",0
427,FALSE,"{'a': 0.001, 'e': 0.9106259567216819}",20,0,-60.73251121,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
428,FALSE,"{'a': 0.001, 'e': 0.9102122698634492}",30,0,-144.655736,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 3}",0
429,FALSE,"{'a': 0.001, 'e': 0.9097976727930226}",20,0,-107.8375784,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
430,FALSE,"{'a': 0.001, 'e': 0.9093821659249989}",25,0,-142.1738846,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
431,FALSE,"{'a': 0.001, 'e': 0.9089657496748851}",20,0,-117.8012442,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
432,FALSE,"{'a': 0.001, 'e': 0.9085484244590974}",25,5,-112.7769845,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",1
433,FALSE,"{'a': 0.001, 'e': 0.9081301906949609}",20,0,-94.51549563,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
434,FALSE,"{'a': 0.001, 'e': 0.9077110488007095}",20,8,-2.025530088,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
435,FALSE,"{'a': 0.001, 'e': 0.9072909991954848}",20,14,-41.7269358,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
436,FALSE,"{'a': 0.001, 'e': 0.9068700422993367}",25,0,-169.1815641,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
437,FALSE,"{'a': 0.001, 'e': 0.9064481785332217}",20,0,-92.05486056,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
438,FALSE,"{'a': 0.001, 'e': 0.9060254083190037}",20,3,-26.94333423,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 0}",1
439,FALSE,"{'a': 0.001, 'e': 0.9056017320794529}",25,0,-84.23420475,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
440,FALSE,"{'a': 0.001, 'e': 0.9051771502382456}",25,1,-80.70549978,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 0}",1
441,FALSE,"{'a': 0.001, 'e': 0.9047516632199634}",25,0,-101.4524223,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
442,FALSE,"{'a': 0.001, 'e': 0.9043252714500934}",25,0,-159.5578017,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
443,FALSE,"{'a': 0.001, 'e': 0.9038979753550274}",30,0,-205.028337,"{0: 18, 1: 3, 2: 4, 3: 1, 4: 4}",0
444,FALSE,"{'a': 0.001, 'e': 0.9034697753620612}",20,0,-140.7262967,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
445,FALSE,"{'a': 0.001, 'e': 0.903040671899395}",25,0,-33.70160629,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
446,FALSE,"{'a': 0.001, 'e': 0.9026106653961321}",20,0,-31.48371804,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
447,FALSE,"{'a': 0.001, 'e': 0.9021797562822791}",20,0,-92.27220374,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
448,FALSE,"{'a': 0.001, 'e': 0.901747944988745}",20,0,-207.9211444,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 4}",0
449,FALSE,"{'a': 0.001, 'e': 0.9013152319473411}",20,0,-55.32876587,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
450,FALSE,"{'a': 0.001, 'e': 0.9008816175907802}",20,0,-163.837304,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
451,FALSE,"{'a': 0.001, 'e': 0.9004471023526769}",20,1,-91.37064036,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 1}",1
452,FALSE,"{'a': 0.001, 'e': 0.9000116866675463}",20,0,-73.08744318,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
453,FALSE,"{'a': 0.001, 'e': 0.899575370970804}",25,0,-121.9160277,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
454,FALSE,"{'a': 0.001, 'e': 0.8991381556987657}",20,16,4.743757703,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,FALSE,"{'a': 0.001, 'e': 0.8987000412886466}",25,16,-8.45015181,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
456,FALSE,"{'a': 0.001, 'e': 0.8982610281785611}",25,0,-142.6785321,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
457,FALSE,"{'a': 0.001, 'e': 0.8978211168075223}",20,10,-46.56410608,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
458,FALSE,"{'a': 0.001, 'e': 0.8973803076154415}",25,0,-125.9512941,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
459,FALSE,"{'a': 0.001, 'e': 0.896938601043128}",20,9,-37.32289441,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 0}",1
460,FALSE,"{'a': 0.001, 'e': 0.896495997532288}",25,0,-74.01902816,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
461,FALSE,"{'a': 0.001, 'e': 0.8960524975255252}",20,0,-20.74944698,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
462,FALSE,"{'a': 0.001, 'e': 0.8956081014663396}",20,0,-91.12402619,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
463,FALSE,"{'a': 0.001, 'e': 0.8951628097991272}",20,11,-58.03028094,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 1}",1
464,FALSE,"{'a': 0.001, 'e': 0.8947166229691795}",25,0,-130.7693329,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
465,FALSE,"{'a': 0.001, 'e': 0.8942695414226836}",25,0,-37.28413765,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
466,FALSE,"{'a': 0.001, 'e': 0.8938215656067205}",25,0,-154.7539613,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
467,FALSE,"{'a': 0.001, 'e': 0.8933726959692665}",20,0,-58.45050348,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
468,FALSE,"{'a': 0.001, 'e': 0.8929229329591909}",20,0,-82.99676641,"{0: 9, 1: 4, 2: 7, 3: 0, 4: 0}",0
469,FALSE,"{'a': 0.001, 'e': 0.8924722770262568}",20,12,-91.88871609,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 2}",1
470,FALSE,"{'a': 0.001, 'e': 0.89202072862112}",20,0,-45.43156399,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
471,FALSE,"{'a': 0.001, 'e': 0.891568288195329}",20,0,-126.0772718,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
472,FALSE,"{'a': 0.001, 'e': 0.891114956201324}",25,0,-79.62527448,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
473,FALSE,"{'a': 0.001, 'e': 0.890660733092437}",20,0,-93.99657655,"{0: 10, 1: 4, 2: 4, 3: 2, 4: 0}",0
474,FALSE,"{'a': 0.001, 'e': 0.8902056193228912}",20,0,-96.24660554,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
475,FALSE,"{'a': 0.001, 'e': 0.8897496153478003}",20,0,-69.06866355,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
476,FALSE,"{'a': 0.001, 'e': 0.8892927216231682}",35,6,-126.5137194,"{0: 18, 1: 4, 2: 5, 3: 0, 4: 2}",1
477,FALSE,"{'a': 0.001, 'e': 0.8888349386058886}",30,6,-234.8432634,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 4}",1
478,FALSE,"{'a': 0.001, 'e': 0.8883762667537444}",25,19,-3.244895331,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
479,FALSE,"{'a': 0.001, 'e': 0.8879167065254074}",25,5,-52.18077862,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",1
480,FALSE,"{'a': 0.001, 'e': 0.8874562583804381}",20,0,-134.6833292,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
481,FALSE,"{'a': 0.001, 'e': 0.8869949227792842}",25,0,-122.3608307,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",0
482,FALSE,"{'a': 0.001, 'e': 0.8865327001832815}",30,0,-120.2799249,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
483,FALSE,"{'a': 0.001, 'e': 0.8860695910546524}",25,0,-50.19048138,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
484,FALSE,"{'a': 0.001, 'e': 0.8856055958565062}",30,7,-101.8905232,"{0: 12, 1: 4, 2: 6, 3: 0, 4: 1}",1
485,FALSE,"{'a': 0.001, 'e': 0.8851407150528379}",20,12,-46.43370813,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
486,FALSE,"{'a': 0.001, 'e': 0.8846749491085283}",25,0,-69.74228884,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
487,FALSE,"{'a': 0.001, 'e': 0.8842082984893433}",30,0,-91.90436433,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
488,FALSE,"{'a': 0.001, 'e': 0.8837407636619335}",25,0,-177.9135959,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
489,FALSE,"{'a': 0.001, 'e': 0.8832723450938338}",35,0,-143.2228764,"{0: 25, 1: 1, 2: 6, 3: 1, 4: 2}",0
490,FALSE,"{'a': 0.001, 'e': 0.8828030432534625}",30,5,-52.69856156,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",1
491,FALSE,"{'a': 0.001, 'e': 0.8823328586101215}",30,0,-118.5661552,"{0: 17, 1: 4, 2: 8, 3: 0, 4: 1}",0
492,FALSE,"{'a': 0.001, 'e': 0.8818617916339955}",20,5,-77.95294799,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 1}",1
493,FALSE,"{'a': 0.001, 'e': 0.8813898427961513}",25,0,-122.1806384,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
494,FALSE,"{'a': 0.001, 'e': 0.8809170125685377}",30,0,-95.53737404,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
495,FALSE,"{'a': 0.001, 'e': 0.880443301423985}",20,0,-35.76808827,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
496,FALSE,"{'a': 0.001, 'e': 0.8799687098362042}",30,15,-121.3607915,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 3}",1
497,FALSE,"{'a': 0.001, 'e': 0.879493238279787}",20,0,-31.87881571,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
498,FALSE,"{'a': 0.001, 'e': 0.8790168872302047}",35,0,-263.6181359,"{0: 17, 1: 4, 2: 10, 3: 0, 4: 4}",0
499,FALSE,"{'a': 0.001, 'e': 0.8785396571638084}",25,0,-92.65694166,"{0: 13, 1: 3, 2: 9, 3: 0, 4: 0}",0
500,FALSE,"{'a': 0.001, 'e': 0.8780615485578283}",25,0,-127.9539707,"{0: 12, 1: 5, 2: 6, 3: 1, 4: 1}",0
501,FALSE,"{'a': 0.001, 'e': 0.8775825618903728}",30,0,-238.2383438,"{0: 17, 1: 1, 2: 7, 3: 1, 4: 4}",0
502,FALSE,"{'a': 0.001, 'e': 0.8771026976404284}",20,0,-6.287143544,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
503,FALSE,"{'a': 0.001, 'e': 0.8766219562878595}",25,0,-106.8689496,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
504,FALSE,"{'a': 0.001, 'e': 0.8761403383134074}",20,0,-105.2629374,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
505,FALSE,"{'a': 0.001, 'e': 0.87565784419869}",25,0,-128.8612874,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 3}",0
506,FALSE,"{'a': 0.001, 'e': 0.8751744744262013}",25,0,-150.9110557,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
507,FALSE,"{'a': 0.001, 'e': 0.8746902294793112}",25,0,-132.4792174,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
508,FALSE,"{'a': 0.001, 'e': 0.8742051098422644}",25,5,-65.74291026,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
509,FALSE,"{'a': 0.001, 'e': 0.8737191160001807}",25,2,-118.5301665,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 3}",1
510,FALSE,"{'a': 0.001, 'e': 0.8732322484390539}",25,0,-35.37035408,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",1
511,FALSE,"{'a': 0.001, 'e': 0.8727445076457513}",25,0,-71.71937687,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
512,FALSE,"{'a': 0.001, 'e': 0.8722558941080137}",20,0,-28.06940381,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
513,FALSE,"{'a': 0.001, 'e': 0.8717664083144548}",20,0,-99.34993813,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
514,FALSE,"{'a': 0.001, 'e': 0.8712760507545603}",30,1,-205.4658962,"{0: 15, 1: 4, 2: 6, 3: 1, 4: 3}",1
515,FALSE,"{'a': 0.001, 'e': 0.8707848219186876}",30,0,-180.8514388,"{0: 16, 1: 2, 2: 9, 3: 1, 4: 2}",0
516,FALSE,"{'a': 0.001, 'e': 0.8702927222980654}",20,0,-158.7624725,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
517,FALSE,"{'a': 0.001, 'e': 0.8697997523847936}",20,0,-112.1249721,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
518,FALSE,"{'a': 0.001, 'e': 0.8693059126718419}",30,0,-49.472779,"{0: 20, 1: 5, 2: 5, 3: 0, 4: 0}",0
519,FALSE,"{'a': 0.001, 'e': 0.8688112036530499}",30,0,-125.1256755,"{0: 19, 1: 1, 2: 8, 3: 1, 4: 1}",0
520,FALSE,"{'a': 0.001, 'e': 0.8683156258231266}",25,8,-59.28443586,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 0}",1
521,FALSE,"{'a': 0.001, 'e': 0.8678191796776499}",25,0,-125.2423998,"{0: 14, 1: 0, 2: 10, 3: 0, 4: 1}",0
522,FALSE,"{'a': 0.001, 'e': 0.8673218657130658}",20,0,-10.38746778,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
523,FALSE,"{'a': 0.001, 'e': 0.8668236844266883}",20,0,-117.4848189,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
524,FALSE,"{'a': 0.001, 'e': 0.8663246363166986}",20,0,-16.11328941,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
525,FALSE,"{'a': 0.001, 'e': 0.8658247218821448}",30,16,-54.74368604,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
526,FALSE,"{'a': 0.001, 'e': 0.8653239416229412}",20,6,9.849386832,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
527,FALSE,"{'a': 0.001, 'e': 0.8648222960398683}",20,0,-96.06309681,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
528,FALSE,"{'a': 0.001, 'e': 0.8643197856345712}",20,0,-88.11589516,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
529,FALSE,"{'a': 0.001, 'e': 0.8638164109095605}",20,0,-33.9897257,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
530,FALSE,"{'a': 0.001, 'e': 0.863312172368211}",30,0,-47.74578016,"{0: 20, 1: 5, 2: 5, 3: 0, 4: 0}",0
531,FALSE,"{'a': 0.001, 'e': 0.862807070514761}",30,0,-29.70215273,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",1
532,FALSE,"{'a': 0.001, 'e': 0.8623011058543124}",30,1,-27.28561082,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 0}",1
533,FALSE,"{'a': 0.001, 'e': 0.8617942788928298}",30,0,-9.686288657,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
534,FALSE,"{'a': 0.001, 'e': 0.8612865901371402}",25,0,-141.1775952,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
535,FALSE,"{'a': 0.001, 'e': 0.8607780400949321}",25,0,-88.47510152,"{0: 13, 1: 5, 2: 6, 3: 1, 4: 0}",0
536,FALSE,"{'a': 0.001, 'e': 0.8602686292747557}",35,0,-194.2705046,"{0: 20, 1: 2, 2: 9, 3: 2, 4: 2}",0
537,FALSE,"{'a': 0.001, 'e': 0.8597583581860216}",20,0,-102.448637,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
538,FALSE,"{'a': 0.001, 'e': 0.8592472273390012}",35,0,-149.4188567,"{0: 26, 1: 2, 2: 3, 3: 1, 4: 3}",0
539,FALSE,"{'a': 0.001, 'e': 0.8587352372448249}",25,0,-44.75497709,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
540,FALSE,"{'a': 0.001, 'e': 0.8582223884154829}",20,0,-75.59209167,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
